사업장명,좌표정보(Y),좌표정보(X),위생업태명
텐퍼센트 서여의도점,447427.7834,193026.8757,커피숍
폼마카롱,452653.4514,193284.695,커피숍
라푼젤,                    ,                    ,커피숍
카페미메시스,451975.1288,193860.5821,커피숍
커피사피엔스 양재봉진점,441078.1766,203997.6234,커피숍
달짝,451428.3931,207087.8449,커피숍
오브로더,452969.5294,193199.3955,커피숍
카페베네,442500.6304,201430.9,커피숍
로시,442736.6562,202440.4236,커피숍
요거트 아이스크림의 정석,454529.4525,194985.9221,커피숍
스타벅스 강남르피에드점,443719.0501,202155.3098,커피숍
스페이스엠,440676.3799,203392.7935,커피숍
갤러리카페카그,441513.0724,198800.1664,커피숍
쥬씨 충정로점,450926.2934,196626.8445,커피숍
더 테라스,453913.2547,200154.117,커피숍
메가엠지씨커피 서울상명대점,455442.4791,195998.1408,커피숍
아날로그 카페(Analogue Caffe),443624.3943,199959.9599,커피숍
이디야 커피,452034.6952,200129.7752,커피숍
럭키마트,454572.3581,196907.2501,커피숍
주)엔에스파트너스 광화문점,452091.4443,198286.3118,커피숍
호호플,452580.2542,196132.7518,커피숍
메가커피앤 디바이스,453577.361,200034.5844,커피숍
스캐치,453425.0714,198278.2231,커피숍
삼성웰스토리(주)대우건설웰스토리카페,452039.2623,197542.3196,커피숍
GARAGE COFFEE(개러지 커피),453276.5143,198580.7337,커피숍
Cafe gran(카페그랑),453950.6896,200124.348,커피숍
커피하루,452439.6732,201909.7722,커피숍
커피에반하다 종로도렴빌딩점,452368.5193,197650.6537,커피숍
고구마명가 동대문역지점,452195.678,200903.5118,커피숍
투썸 플레이스(신설IBC호텔점),452329.7352,201949.2707,커피숍
롯데리아 종각역점,451963.2641,198599.3545,패스트푸드
카페 슬로우스트림,452490.1014,201279.6855,커피숍
딴지카페,452882.6073,200348.5028,커피숍
렌떼(Lente) 연강점,452178.7745,200038.3431,커피숍
요거프레소,452814.328,198742.6594,커피숍
(주)리빙스톤스쿨,451768.3107,196811.0349,커피숍
그라찌에 종로점,452163.7959,199157.6187,커피숍
(주)롯데리아-7일레븐명륜2호,453711.2698,199673.0298,편의점
Coffee Cia(커피 시아),453315.3801,198326.7407,커피숍
커피나인 광화문,452189.0924,197662.5039,커피숍
까페랑솜,453338.3161,199968.8503,커피숍
샌드데이,                    ,                    ,커피숍
EDIYA(이디아)창신점,452195.4349,201077.9087,커피숍
웰니스 에프 까페 자연의 길,452873.8081,197402.5388,커피숍
시즌,453486.3071,197334.4681,커피숍
주스킹 대학로점,453683.6146,199985.2573,커피숍
카페자리,453329.9824,199661.4361,커피숍
수블,453647.6101,199701.3073,커피숍
메가엠지씨커피 종로경희궁의아침점,452259.3348,197478.5375,커피숍
엔탑스,452681.4778,198391.6387,커피숍
팬도로시 성균관대점,454009.5048,199242.8371,커피숍
유캔두잇 평창동점,455902.5594,196937.1649,커피숍
디.카페(D.Cafe),456670.7961,197704.1367,커피숍
렛잇비,452948.2189,198437.7567,커피숍
고구맘카페,452717.0981,201326.5996,커피숍
프롬하츠커피 종로점,451952.4818,198870.6513,커피숍
베르제,453411.2137,199913.74,커피숍
더 착한커피(성균관대점),454013.3342,199547.8883,커피숍
롯데리아서대문점,451682.3684,196881.586,과자점
라이스팜 경복궁점,452787.0599,197454.2093,커피숍
맥스피드 종각점,451907.6735,198600.2977,커피숍
화양연화,453139.6228,198753.8381,커피숍
로즈버드,453462.223,199770.4441,커피숍
한국맥도날드 종로2가점,451962.3962,198764.8621,패스트푸드
27-25 Project,453850.6755,198410.6043,커피숍
훼미리마트 혜화한아름점,454150.2596,199835.1795,커피숍
오베르,452390.0941,196459.9712,커피숍
오층카페,453456.7195,199940.2153,커피숍
에이치투오(H2O),452330.7229,200543.1015,커피숍
아마스빈 대학로점,453399.8603,199894.8275,커피숍
미쉐(MIXUE),453427.3115,199791.886,커피숍
일미오,453556.0884,199700.3156,커피숍
프랑지파니 플라워아뜰리에,456604.7646,197703.3228,커피숍
컨츄리리빙,453596.1562,198312.1575,커피숍
블렌딩나인커피,453960.3786,198223.0374,커피숍
커피 휴,452339.5565,200438.1021,커피숍
(주)아워홈국민은행서관점,447349.7746,192750.3132,커피숍
커피팩토리,452729.2023,197511.1409,커피숍
카페라토,454997.3796,196712.9638,커피숍
카페베네 성대점,453348.8955,199730.6203,커피숍
소마 (SOMA),454596.8042,196706.6356,커피숍
베키아에누보,451925.6311,198195.9654,커피숍
카페 스트라다,451874.0181,199369.4623,커피숍
카페 살랑 (Sallang),452566.134,196467.9751,커피숍
카케모치,452536.7637,201835.6422,커피숍
요거프레소,452252.9447,201236.3872,커피숍
데루베이커리 인사동점,452473.4038,198498.9186,커피숍
에이 라운드(A round),453618.9897,199962.8609,커피숍
언톨드 스위츠(Untold Sweets),452045.2967,198213.9552,커피숍
꽃을 바치는 시간,453404.3084,199604.8367,커피숍
커피&,452039.2623,197542.3196,커피숍
디자이너스 카페,452011.8651,200717.749,커피숍
드코닝,452377.4051,201962.629,커피숍
북촌티하우스,452814.328,198742.6594,커피숍
오랫 (oraet),452822.2494,197133.2672,커피숍
커피데이,452035.6308,199088.1049,커피숍
쿰(QUEM),456494.3384,197710.1018,커피숍
몽,452279.7443,201350.4734,커피숍
에스카페,451938.4844,197626.4977,커피숍
연희재,452019.2126,198150.3004,커피숍
빽다방 종로3가낙원점,452149.4956,198960.877,커피숍
커피방앗간,453112.1108,198329.4717,커피숍
블랙머그,453159.2754,199884.5428,커피숍
홀릭,453592.0545,199706.1209,커피숍
프루스트,452353.6902,199011.6334,커피숍
LN,453213.7327,198329.1784,커피숍
훼미리마트 원남사거리,452592.7596,199750.9327,커피숍
베네치아,452566.134,196467.9751,커피숍
스타일리스트제비(Stylist JB),452812.5774,197142.5807,커피숍
동대문 가발카페,452125.0978,200600.7866,커피숍
커피 올웨이즈(cafe always),451989.4018,199266.4593,커피숍
모노치즈 성균관대점,453555.9815,199728.737,커피숍
카페베네 삼청동길점,453253.7687,198281.2842,커피숍
(주)커피빈코리아 대학로마로니에점,453233.6694,200258.9424,커피숍
2막,453234.4239,197390.5685,커피숍
호아드,452877.8478,198262.8703,커피숍
씨투(C2),455872.4026,196842.4399,커피숍
(주)도피오커피,452357.9594,201209.9446,커피숍
청수당 베이커리,452400.4219,198997.9826,커피숍
카페 디 얼루어,452052.4172,197177.0651,커피숍
할리스 종로본점,451962.4391,198756.9514,커피숍
구스토,452132.6483,199812.6096,커피숍
까페구마구마,451963.4416,198578.0419,커피숍
메종드그릭 동대문점,452324.6817,200554.6723,커피숍
매머드 익스프레스 내수동점,452259.3348,197478.5375,커피숍
(주)롯데리아대학로점,453378.3476,200120.5463,패스트푸드
우리 달달해,454635.9403,196701.3875,커피숍
미크니스,451903.7016,199232.0801,커피숍
라인업 커피,452166.9156,198531.02,커피숍
이에나,452583.0416,199572.5063,커피숍
앙상블,453396.0208,198960.4263,커피숍
아라코(주)삼양사,452241.8523,200029.6567,커피숍
공차 공평점,452237.3038,198386.8299,커피숍
자바존,                    ,                    ,커피숍
카페베네(대학로 마로니에점),453107.3449,200279.2168,커피숍
쥬빌리쇼콜라띠에 광교점,451875.0169,198438.3032,커피숍
Take Coffe(테이크 커피),452120.9943,200691.8326,커피숍
스무디킹 광화문점,451911.7892,198057.2015,커피숍
차타임,451921.5992,198979.7588,커피숍
북카페 이앙,453549.5264,200113.8747,커피숍
매머드 익스프레스 종로3가점,452043.7182,199193.3003,커피숍
프롬하츠커피 청계종각점,451860.3529,198484.0651,커피숍
별똥별궁,453348.8955,199730.6203,커피숍
아름다운 커피 창덕궁점,452666.8505,199104.0942,커피숍
쎄리오 국세청점,452419.866,198152.2617,커피숍
요거프레소,454064.6031,199400.3998,커피숍
빽다방 대학로점,452986.2068,200089.0045,커피숍
하얀구르미,453593.827,199947.1787,커피숍
롯데리아,452069.0051,200846.171,패스트푸드
샐러디 동대문점,452054.7649,200647.0133,커피숍
파이앤브라우니,454331.9271,199309.2947,커피숍
서아당,451989.4715,200506.2726,커피숍
소호앤노호,453323.9007,199773.2142,커피숍
풀길,452436.0116,200092.4468,커피숍
엔제리너스커피 서울극장점(Angel-in-us Coffee 서울극장점),451945.822,199205.3298,커피숍
카페빌지워터,452091.4443,198286.3118,커피숍
라사라카페,452249.6437,201282.3783,커피숍
cafe stay( 카페 스테이 ),453361.9564,198229.9318,커피숍
요거 프레소,452362.7385,201426.6903,커피숍
더벤티,452494.3236,201301.9388,커피숍
메가엠지씨커피 종로평창점,456014.7342,197021.0041,커피숍
금호아시아나본관 커피숍,451938.1153,197557.9748,커피숍
사르르 녹다,452413.2973,199003.011,커피숍
맥도날드,451962.3962,198764.8621,과자점
그랑카페(GRAN CAFE),452091.4443,198286.3118,커피숍
코티커피 COTTI COFFE,452015.7543,197631.2822,커피숍
부암동 와플,454488.8442,196888.9853,커피숍
디오븐디저트,453577.361,200034.5844,커피숍
카페더파크,452605.7129,196182.7231,커피숍
베티붑 안국,452763.431,198715.7208,커피숍
까페점보,454510.3388,196811.2335,커피숍
에쉐르,452368.5193,197650.6537,커피숍
브루잉웰(Brewing Well),452731.4417,200786.1357,커피숍
동백양과점,452345.959,199011.7039,커피숍
지에스25 종로YMCA점,452035.4126,198630.7963,커피숍
세이버,453465.5353,198262.5464,커피숍
Cafe-Carotte(카페카럿),452019.2126,198150.3004,커피숍
그라찌에 중앙대학교 평동캠퍼스점,451670.1588,196953.1665,커피숍
이디야커피 대학로점,453309.4989,200211.3418,커피숍
카페 스페이스,452219.3269,197133.7549,커피숍
파스쿠찌 종로2가점,451943.1883,198988.282,커피숍
사랑방,451768.3107,196811.0349,커피숍
퓨어칠,452016.5439,197680.7801,커피숍
퍼먼트,453016.4118,198803.3487,떡카페
웰코코,452189.0924,197662.5039,커피숍
이오이,452984.9334,198578.0522,커피숍
빈 트리 200.25,452501.9505,201757.3351,커피숍
동숭동커피,453203.2696,200347.131,커피숍
한국맥도날드(유) 안국역점,452679.3141,198548.6642,패스트푸드
반지만들기 대학로본점,                    ,                    ,커피숍
카페마더,451949.8576,198294.5436,커피숍
씨앤앤 카페 영풍문고 종로점,451921.603,198351.8187,커피숍
수베니어 삼청,453388.828,198269.4955,커피숍
씨엘로,453704.1034,197406.1678,커피숍
온지음,453134.58,197579.1202,커피숍
자스(jass),452536.8767,198347.2741,커피숍
할리스 서울대병원점,452984.3605,199824.096,커피숍
롯데리아서대문점,451682.3684,196881.586,패스트푸드
잔별,452246.9315,199262.5383,커피숍
단편집,453577.361,200034.5844,커피숍
카페 무이,453283.9834,198755.8809,커피숍
(주)케이웰 KTF 종로프라자점,451931.8807,198816.497,커피숍
앨리스,451736.3844,196833.0112,커피숍
베네 동묘역점,452297.6165,201418.2324,커피숍
느닷,454510.3388,196811.2335,커피숍
비스켓,451822.9968,198683.8484,커피숍
롯데리아 동묘역점,452246.0294,201253.8077,패스트푸드
별뜨락카페,454413.0748,197009.2142,커피숍
까사델리(CASADELI),452470.5794,199112.2749,커피숍
Cafe Namu 영우 성균관대,454009.5048,199242.8371,커피숍
베리타스드림 상명대 중앙교수회관점,455612.1227,195960.546,커피숍
카페1번가(Cafe 1번가),453774.0434,197863.9494,커피숍
빈트리20025,452591.7014,197388.1809,커피숍
스타벅스 더종로점,452018.1615,198504.7727,커피숍
노브랜드버거 동묘역점,452290.3849,201370.3559,패스트푸드
오트커피(OAT COFFEE),452943.6886,198570.3084,커피숍
옥인상점,453242.589,196923.8276,커피숍
달동네커피공부방,452642.0951,201061.621,커피숍
베네데프,453371.3391,198234.8014,커피숍
롯데리아 서울극장점,451945.822,199205.3298,패스트푸드
씨티오 (SITIO),452353.9377,199690.5582,커피숍
민스 빈,453096.2363,198358.5568,커피숍
안다미로,455612.1227,195960.546,커피숍
광화문커피,453210.0537,197163.705,커피숍
Jul-50,452402.1953,198076.879,커피숍
아래이,453262.1854,197418.4393,커피숍
마스터키즈쿠킹,453188.3696,200258.3631,커피숍
엔터(enter),452694.7952,198544.2004,떡카페
인텔리젠시아 커피 서촌 (Intelligentsia Coffee Seochon),452977.2345,197435.8611,커피숍
카페 아이안,453042.7032,197156.6641,커피숍
나무하리,453179.8451,198206.692,커피숍
푸드엣더 웨스트빌리지,453482.6323,197394.3323,커피숍
루이스 RUYS,453265.6804,198770.4711,커피숍
디모브,453647.6101,199701.3073,커피숍
로즈버드 크레타 망고점,452163.2925,201273.8878,커피숍
알파 안국역점,452739.7594,198563.138,커피숍
백상갤러리카페,455893.2282,196896.3291,커피숍
이디아 종로2호점,452015.77,198670.1353,커피숍
커피 클라우드,453695.6165,197352.7277,커피숍
다솜이야기,454232.7004,196914.8488,커피숍
공차 동묘점,452084.0292,201348.1731,커피숍
스누,453159.2754,199884.5428,커피숍
KT아트홀,452206.1231,197982.8896,커피숍
까페 이도,453429.2738,198634.168,커피숍
주시브로스 종로타워점,452018.1615,198504.7727,커피숍
가비에셀,452398.3417,200685.4626,커피숍
더 한옥,453151.5355,198754.8825,커피숍
가회동 177,453197.6654,198630.7624,커피숍
락,453867.9847,198294.5831,커피숍
카페담,452831.5554,197612.137,커피숍
한옥집 이야기,452764.2989,198669.7999,커피숍
테일러커피 서촌점,452770.5441,197617.2509,커피숍
아트 하우스(ART HOUSE),456414.9909,197757.9611,커피숍
보티,452763.4886,198729.6775,커피숍
꿈꾸는 길냥이,452014.5581,198718.0074,커피숍
오가다,452016.5439,197680.7801,커피숍
카페 해오름,452214.211,198838.913,커피숍
공차 서촌점,452864.9629,197411.1656,커피숍
이디야커피,451979.2342,199182.6553,커피숍
린커피앤와플,452139.2378,197819.1037,커피숍
브릿지 11(BRIDGE 11),453271.0048,200351.9609,커피숍
릴렉스 커피 로스터리,452482.2004,201378.9423,커피숍
빌리엔젤 종로관철점,451830.8949,198815.4336,커피숍
1945 CAFE,452258.9457,200904.0973,커피숍
아리스타커피숍,452115.3,197541.4182,커피숍
리틀제이콥스,                    ,                    ,커피숍
(주)커피빈코리아 혜화역1번출구점,453378.3476,200120.5463,커피숍
GS25 서울대병원점,452984.3605,199824.096,커피숍
올떡(GFAC점),452167.4105,200131.3599,커피숍
(주)삼가연정,452604.2549,198658.9435,커피숍
카페 04293,453136.6449,198768.5514,커피숍
chatime(차타임),451848.9879,198779.3009,커피숍
더베이크(THE BAKE) 세종문화회관점,452216.5393,197804.3578,커피숍
